,ensembl_gene_id,prev_symbol,symbol
673,ENSG00000132623,ANKRD5,ANKEF1
674,ENSG00000153930,,ANKFN1
675,ENSG00000185722,,ANKFY1
676,ENSG00000154122,CCAL2|CMDJ,ANKH
677,ENSG00000131503,,ANKHD1
678,ENSG00000001629,,ANKIB1
679,ENSG00000170209,,ANKK1
680,ENSG00000160117,ANKRD41,ANKLE1
681,ENSG00000176915,KIAA0692,ANKLE2
682,ENSG00000144504,,ANKMY1
683,ENSG00000106524,,ANKMY2
684,ENSG00000164331,,ANKRA2
685,ENSG00000148677,,ANKRD1
686,ENSG00000165887,,ANKRD2
687,ENSG00000135299,,ANKRD6
688,ENSG00000106013,,ANKRD7
689,ENSG00000156381,,ANKRD9
690,ENSG00000088448,,ANKRD10
691,ENSG00000167522,,ANKRD11
692,ENSG00000101745,,ANKRD12
693,ENSG00000076513,ANKRD13,ANKRD13A
694,ENSG00000198720,,ANKRD13B
695,ENSG00000118454,,ANKRD13C
696,ENSG00000172932,,ANKRD13D
697,ENSG00000134461,,ANKRD16
698,ENSG00000132466,,ANKRD17
699,ENSG00000180071,,ANKRD18A
700,ENSG00000230453,,ANKRD18B
701,ENSG00000260691,ANKRD20A,ANKRD20A1
702,ENSG00000152766,,ANKRD22
703,ENSG00000163126,,ANKRD23
704,ENSG00000089847,,ANKRD24
705,ENSG00000107890,THC2,ANKRD26
706,ENSG00000105186,,ANKRD27
707,ENSG00000206560,,ANKRD28
708,ENSG00000154065,,ANKRD29
709,ENSG00000148513,,ANKRD30A
710,ENSG00000180777,,ANKRD30B
711,ENSG00000163046,NCRNA00164|ANKRD30BP3,ANKRD30BL
712,ENSG00000145700,,ANKRD31
713,ENSG00000167612,C12orf7,ANKRD33
714,ENSG00000164236,,ANKRD33B
715,ENSG00000272031,ANKRD34,ANKRD34A
716,ENSG00000189127,,ANKRD34B
717,ENSG00000235711,,ANKRD34C
718,ENSG00000198483,,ANKRD35
719,ENSG00000135976,,ANKRD36
720,ENSG00000196912,KIAA1641,ANKRD36B
721,ENSG00000174501,,ANKRD36C
722,ENSG00000186352,,ANKRD37
723,ENSG00000213337,,ANKRD39
724,ENSG00000154945,,ANKRD40
725,ENSG00000167117,C17orf73|LINC00483,ANKRD40CL
726,ENSG00000137494,,ANKRD42
727,ENSG00000065413,,ANKRD44
728,ENSG00000183831,,ANKRD45
729,ENSG00000186106,,ANKRD46
730,ENSG00000168876,,ANKRD49
731,ENSG00000151458,,ANKRD50
732,ENSG00000139645,,ANKRD52
733,ENSG00000144031,,ANKRD53
734,ENSG00000100124,,ANKRD54
735,ENSG00000164512,,ANKRD55
736,ENSG00000124227,C20orf86,ANKRD60
737,ENSG00000157999,,ANKRD61
738,ENSG00000181626,,ANKRD62
739,ENSG00000230778,,ANKRD63
740,ENSG00000235098,,ANKRD65
741,ENSG00000230062,,ANKRD66
742,ENSG00000064999,ANKS1,ANKS1A
743,ENSG00000185046,,ANKS1B
744,ENSG00000168096,,ANKS3
745,ENSG00000175311,,ANKS4B
746,ENSG00000165138,SAMD6|ANKRD14,ANKS6
747,ENSG00000206199,C3orf16,ANKUB1
748,ENSG00000163516,,ANKZF1
749,ENSG00000011426,,ANLN
750,ENSG00000131620,ORAOV2|TMEM16A,ANO1
751,ENSG00000047617,C12orf3|TMEM16B,ANO2
752,ENSG00000134343,C11orf25|TMEM16C,ANO3
753,ENSG00000151572,TMEM16D,ANO4
754,ENSG00000171714,TMEM16E|LGMD2L,ANO5
755,ENSG00000177119,TMEM16F,ANO6
756,ENSG00000146205,PCANAP5|TMEM16G,ANO7
757,ENSG00000074855,KIAA1623|TMEM16H,ANO8
758,ENSG00000185101,TP53I5|TMEM16J,ANO9
759,ENSG00000160746,TMEM16K,ANO10
760,ENSG00000011201,KAL|ADMLX|KAL1,ANOS1
761,ENSG00000140350,C15orf1,ANP32A
762,ENSG00000136938,,ANP32B
763,ENSG00000139223,,ANP32D
764,ENSG00000143401,,ANP32E
765,ENSG00000166825,CD13|PEPN,ANPEP
766,ENSG00000103254,C16orf24|FAM173A,ANTKMT
767,ENSG00000169604,,ANTXR1
768,ENSG00000163297,,ANTXR2
769,ENSG00000274209,,ANTXRL
770,ENSG00000135046,ANX1|LPC1,ANXA1
771,ENSG00000182718,ANX2|ANX2L4|CAL1H|LPC2D,ANXA2
772,ENSG00000177721,C5orf39,ANXA2R
773,ENSG00000138772,ANX3,ANXA3
774,ENSG00000196975,ANX4,ANXA4
775,ENSG00000164111,ENX2|ANX5,ANXA5
776,ENSG00000197043,ANX6,ANXA6
777,ENSG00000138279,ANX7,ANXA7
778,ENSG00000265190,ANX8,ANXA8
779,ENSG00000264230,ANXA8L2,ANXA8L1
780,ENSG00000143412,ANX31,ANXA9
781,ENSG00000109511,,ANXA10
782,ENSG00000122359,ANX11,ANXA11
783,ENSG00000104537,ANX13,ANXA13
784,ENSG00000136250,,AOAH
785,ENSG00000002726,ABP1|ABP,AOC1
786,ENSG00000131480,,AOC2
787,ENSG00000131471,,AOC3
788,ENSG00000148120,C9orf3,AOPEP
789,ENSG00000138356,,AOX1
790,ENSG00000138660,C4orf16,AP1AR
791,ENSG00000100280,ADTB1|CLAPB2,AP1B1
792,ENSG00000166747,CLAPG1|ADTG,AP1G1
793,ENSG00000213983,,AP1G2
794,ENSG00000072958,,AP1M1
795,ENSG00000129354,,AP1M2
796,ENSG00000106367,CLAPS1|EKV3,AP1S1
797,ENSG00000182287,MRX59|MRXS5|PGS,AP1S2
798,ENSG00000152056,,AP1S3
799,ENSG00000196961,CLAPA1|ADTAA,AP2A1
800,ENSG00000183020,CLAPA2|ADTAB,AP2A2
801,ENSG00000006125,ADTB2|CLAPB1,AP2B1
802,ENSG00000161203,CLAPM1,AP2M1
803,ENSG00000042753,CLAPS2|HHC3,AP2S1
804,ENSG00000132842,,AP3B1
805,ENSG00000103723,,AP3B2
806,ENSG00000065000,,AP3D1
807,ENSG00000185009,,AP3M1
808,ENSG00000070718,,AP3M2
809,ENSG00000177879,CLAPS3,AP3S1
810,ENSG00000157823,,AP3S2
811,ENSG00000134262,SPG47,AP4B1
812,ENSG00000081014,,AP4E1
813,ENSG00000221838,,AP4M1
814,ENSG00000100478,,AP4S1
815,ENSG00000254470,,AP5B1
816,ENSG00000053770,C14orf108|MUDENG,AP5M1
817,ENSG00000125843,C20orf29,AP5S1
818,ENSG00000242802,KIAA0415,AP5Z1
819,ENSG00000120868,,APAF1
820,ENSG00000107282,MINT1,APBA1
821,ENSG00000034053,X11L|MINT2,APBA2
822,ENSG00000011132,,APBA3
823,ENSG00000166313,RIR,APBB1
824,ENSG00000077420,,APBB1IP
825,ENSG00000163697,,APBB2
826,ENSG00000113108,,APBB3
827,ENSG00000134982,,APC
828,ENSG00000115266,,APC2
829,ENSG00000154856,,APCDD1
830,ENSG00000198768,,APCDD1L
831,ENSG00000132703,,APCS
832,ENSG00000164062,D3F15S2|DNF15S2|D3S48E,APEH
833,ENSG00000248329,,APELA
834,ENSG00000100823,APEX,APEX1
835,ENSG00000169188,,APEX2
836,ENSG00000117362,,APH1A
837,ENSG00000138613,,APH1B
838,ENSG00000166181,,API5
839,ENSG00000149089,,APIP
840,ENSG00000169621,C2orf13,APLF
841,ENSG00000171388,,APLN
842,ENSG00000134817,AGTRL1,APLNR
843,ENSG00000105290,,APLP1
844,ENSG00000084234,APPL2,APLP2
845,ENSG00000101474,C20orf3,APMAP
846,ENSG00000118137,,APOA1
847,ENSG00000158874,,APOA2
848,ENSG00000110244,,APOA4
849,ENSG00000110243,,APOA5
850,ENSG00000084674,,APOB
851,ENSG00000111701,,APOBEC1
852,ENSG00000124701,,APOBEC2
853,ENSG00000128383,,APOBEC3A
854,ENSG00000179750,,APOBEC3B
855,ENSG00000244509,,APOBEC3C
856,ENSG00000243811,APOBEC3E,APOBEC3D
857,ENSG00000128394,,APOBEC3F
858,ENSG00000239713,,APOBEC3G
859,ENSG00000100298,,APOBEC3H
860,ENSG00000173627,C1orf169,APOBEC4
861,ENSG00000184730,,APOBR
862,ENSG00000130208,,APOC1
863,ENSG00000234906,,APOC2
864,ENSG00000110245,,APOC3
865,ENSG00000267467,,APOC4
866,ENSG00000189058,,APOD
867,ENSG00000130203,AD2,APOE
868,ENSG00000175336,,APOF
869,ENSG00000091583,B2G1,APOH
870,ENSG00000100342,APOL,APOL1
871,ENSG00000128335,,APOL2
872,ENSG00000128284,,APOL3
873,ENSG00000100336,,APOL4
874,ENSG00000128313,,APOL5
875,ENSG00000221963,,APOL6
876,ENSG00000178878,,APOLD1
877,ENSG00000204444,,APOM
878,ENSG00000184831,FAM121B,APOO
879,ENSG00000155008,CXorf33|FAM121A,APOOL
880,ENSG00000142192,AD1,APP
881,ENSG00000062725,,APPBP2
882,ENSG00000157500,,APPL1
883,ENSG00000136044,,APPL2
884,ENSG00000198931,,APRT
885,ENSG00000137074,AXA1,APTX
886,ENSG00000240583,CO,AQP1
887,ENSG00000167580,,AQP2
888,ENSG00000165272,,AQP3
889,ENSG00000171885,,AQP4
890,ENSG00000161798,,AQP5
891,ENSG00000086159,AQP2L,AQP6
892,ENSG00000165269,AQP7L,AQP7
893,ENSG00000103375,,AQP8
894,ENSG00000103569,,AQP9
895,ENSG00000143595,,AQP10
896,ENSG00000178301,,AQP11
897,ENSG00000184945,AQP12,AQP12A
898,ENSG00000185176,INSSA3,AQP12B
899,ENSG00000021776,,AQR
900,ENSG00000169083,DHTR|SBMA,AR
901,ENSG00000078061,ARAF1,ARAF
902,ENSG00000186635,CENTD2,ARAP1
903,ENSG00000047365,CENTD1,ARAP2
904,ENSG00000120318,CENTD3,ARAP3
905,ENSG00000198576,,ARC
906,ENSG00000095139,COPD,ARCN1
907,ENSG00000109321,SDGF|AREGB,AREG
908,ENSG00000119682,KIAA0317,AREL1
909,ENSG00000143761,,ARF1
910,ENSG00000134287,,ARF3
911,ENSG00000168374,ARF2,ARF4
912,ENSG00000004059,,ARF5
913,ENSG00000165527,,ARF6
914,ENSG00000101199,ARF1GAP,ARFGAP1
915,ENSG00000149182,ZNF289,ARFGAP2
916,ENSG00000242247,ARFGAP1,ARFGAP3
917,ENSG00000066777,,ARFGEF1
918,ENSG00000124198,,ARFGEF2
919,ENSG00000112379,C6orf92|KIAA1244,ARFGEF3
920,ENSG00000164144,,ARFIP1
921,ENSG00000132254,,ARFIP2
922,ENSG00000101246,,ARFRP1
923,ENSG00000118520,,ARG1
924,ENSG00000081181,,ARG2
925,ENSG00000186103,,ARGFX
926,ENSG00000134884,,ARGLU1
927,ENSG00000175220,,ARHGAP1
928,ENSG00000089820,,ARHGAP4
929,ENSG00000100852,GFI2,ARHGAP5
930,ENSG00000047648,,ARHGAP6
931,ENSG00000241484,,ARHGAP8
932,ENSG00000123329,,ARHGAP9
933,ENSG00000071205,,ARHGAP10
934,ENSG00000198826,,ARHGAP11A
935,ENSG00000285077,FAM7B1,ARHGAP11B
936,ENSG00000165322,,ARHGAP12
937,ENSG00000075884,,ARHGAP15
938,ENSG00000140750,,ARHGAP17
939,ENSG00000146376,,ARHGAP18
940,ENSG00000213390,,ARHGAP19
941,ENSG00000137727,,ARHGAP20
942,ENSG00000107863,,ARHGAP21
943,ENSG00000128805,,ARHGAP22
944,ENSG00000275832,,ARHGAP23
945,ENSG00000138639,,ARHGAP24
946,ENSG00000163219,,ARHGAP25
947,ENSG00000145819,,ARHGAP26
948,ENSG00000159314,SH3D20,ARHGAP27
949,ENSG00000088756,,ARHGAP28
950,ENSG00000137962,,ARHGAP29
951,ENSG00000186517,,ARHGAP30
952,ENSG00000031081,,ARHGAP31
953,ENSG00000134909,,ARHGAP32
954,ENSG00000004777,SNX26,ARHGAP33
955,ENSG00000160007,GRLF1,ARHGAP35
956,ENSG00000147256,,ARHGAP36
957,ENSG00000147799,,ARHGAP39
958,ENSG00000124143,C20orf95,ARHGAP40
959,ENSG00000165895,TMEM133,ARHGAP42
960,ENSG00000006740,,ARHGAP44
961,ENSG00000180448,HMHA1,ARHGAP45
962,ENSG00000141522,GDIA1,ARHGDIA
963,ENSG00000111348,RAP1GN1|GDIA2|GDID4,ARHGDIB
964,ENSG00000242173,,ARHGDIG
965,ENSG00000076928,,ARHGEF1
966,ENSG00000116584,,ARHGEF2
967,ENSG00000163947,,ARHGEF3
968,ENSG00000136002,,ARHGEF4
969,ENSG00000050327,,ARHGEF5
970,ENSG00000129675,MRX46,ARHGEF6
971,ENSG00000102606,,ARHGEF7
972,ENSG00000131089,,ARHGEF9
973,ENSG00000104728,,ARHGEF10
974,ENSG00000074964,,ARHGEF10L
975,ENSG00000132694,,ARHGEF11
976,ENSG00000196914,,ARHGEF12
977,ENSG00000198844,,ARHGEF15
978,ENSG00000130762,,ARHGEF16
979,ENSG00000110237,,ARHGEF17
980,ENSG00000104880,,ARHGEF18
981,ENSG00000142632,,ARHGEF19
982,ENSG00000240771,,ARHGEF25
983,ENSG00000114790,,ARHGEF26
984,ENSG00000214944,,ARHGEF28
985,ENSG00000214694,,ARHGEF33
986,ENSG00000213214,ARHGEF5L,ARHGEF35
987,ENSG00000183111,,ARHGEF37
988,ENSG00000236699,,ARHGEF38
989,ENSG00000137135,C9orf100,ARHGEF39
990,ENSG00000165801,,ARHGEF40
991,ENSG00000117713,C1orf4|SMARCF1,ARID1A
992,ENSG00000049618,,ARID1B
993,ENSG00000189079,,ARID2
994,ENSG00000116017,DRIL1,ARID3A
995,ENSG00000179361,,ARID3B
996,ENSG00000205143,,ARID3C
997,ENSG00000032219,RBBP1,ARID4A
998,ENSG00000054267,RBP1L1,ARID4B
999,ENSG00000196843,,ARID5A
1000,ENSG00000150347,,ARID5B
1001,ENSG00000166233,,ARIH1
1002,ENSG00000177479,,ARIH2
1003,ENSG00000120805,,ARL1
1004,ENSG00000213465,,ARL2
1005,ENSG00000102931,RP66,ARL2BP
1006,ENSG00000138175,,ARL3
1007,ENSG00000122644,ARL4,ARL4A
1008,ENSG00000188042,ARL7,ARL4C
1009,ENSG00000175906,ARF4L,ARL4D
1010,ENSG00000162980,ARL5,ARL5A
1011,ENSG00000165997,ARL8,ARL5B
1012,ENSG00000141748,ARL12,ARL5C
1013,ENSG00000113966,BBS3,ARL6
1014,ENSG00000170540,ARL6IP,ARL6IP1
1015,ENSG00000182196,,ARL6IP4
1016,ENSG00000144746,,ARL6IP5
1017,ENSG00000177917,,ARL6IP6
1018,ENSG00000143862,ARL10B,ARL8A
1019,ENSG00000134108,ARL10C,ARL8B
1020,ENSG00000196503,,ARL9
1021,ENSG00000175414,ARL10A,ARL10
1022,ENSG00000152213,,ARL11
1023,ENSG00000174225,ARL13,ARL13A
1024,ENSG00000169379,ARL2L1,ARL13B
1025,ENSG00000179674,ARF7,ARL14
1026,ENSG00000152219,C11orf46,ARL14EP
1027,ENSG00000268223,,ARL14EPL
1028,ENSG00000185305,ARFRP2,ARL15
1029,ENSG00000214087,,ARL16
1030,ENSG00000185829,ARF1P2|ARL17P1,ARL17A
1031,ENSG00000228696,ARL17,ARL17B
1032,ENSG00000104442,,ARMC1
1033,ENSG00000118690,,ARMC2
1034,ENSG00000165309,,ARMC3
1035,ENSG00000140691,,ARMC5
1036,ENSG00000105676,,ARMC6
1037,ENSG00000125449,,ARMC7
1038,ENSG00000114098,,ARMC8
1039,ENSG00000135931,,ARMC9
1040,ENSG00000170632,,ARMC10
1041,ENSG00000157343,C6orf81,ARMC12
1042,ENSG00000126947,,ARMCX1
1043,ENSG00000184867,,ARMCX2
1044,ENSG00000102401,,ARMCX3
1045,ENSG00000196440,CXorf35,ARMCX4
1046,ENSG00000125962,,ARMCX5
1047,ENSG00000198960,,ARMCX6
1048,ENSG00000198520,NCRNA00082|C1orf228,ARMH1
1049,ENSG00000260286,C6orf229,ARMH2
1050,ENSG00000120029,C10orf76,ARMH3
1051,ENSG00000139971,C14orf37,ARMH4
1052,ENSG00000254636,,ARMS2
1053,ENSG00000146476,C6orf211,ARMT1
1054,ENSG00000143437,,ARNT
1055,ENSG00000172379,,ARNT2
1056,ENSG00000133794,,ARNTL
1057,ENSG00000029153,,ARNTL2
1058,ENSG00000241685,,ARPC1A
1059,ENSG00000130429,,ARPC1B
1060,ENSG00000163466,,ARPC2
1061,ENSG00000111229,,ARPC3
1062,ENSG00000241553,,ARPC4
1063,ENSG00000162704,,ARPC5
1064,ENSG00000136950,,ARPC5L
1065,ENSG00000242498,C15orf38,ARPIN
1066,ENSG00000128989,,ARPP19
1067,ENSG00000172995,,ARPP21
1068,ENSG00000120500,,ARR3
1069,ENSG00000137486,ARR1,ARRB1
1070,ENSG00000141480,ARR2,ARRB2
1071,ENSG00000197070,,ARRDC1
1072,ENSG00000105643,,ARRDC2
1073,ENSG00000113369,,ARRDC3
1074,ENSG00000140450,,ARRDC4
1075,ENSG00000205784,,ARRDC5
1076,ENSG00000100299,,ARSA
1077,ENSG00000113273,,ARSB
1078,ENSG00000006756,,ARSD
1079,ENSG00000062096,,ARSF
1080,ENSG00000141337,,ARSG
1081,ENSG00000205667,,ARSH
1082,ENSG00000183876,,ARSI
1083,ENSG00000180801,,ARSJ
1084,ENSG00000164291,,ARSK
1085,ENSG00000157399,CDPX|CDPX1|ARSE,ARSL
1086,ENSG00000129744,,ART1
1087,ENSG00000156219,,ART3
1088,ENSG00000111339,DO,ART4
1089,ENSG00000167311,,ART5
1090,ENSG00000117407,,ARTN
1091,ENSG00000173409,,ARV1
1092,ENSG00000099889,,ARVCF
1093,ENSG00000004848,MRXS1|PRTS|MRX76|MRX54|MRX43|MRX36|MRX29|MRX32|MRX33|MRX38|MRX87,ARX
1094,ENSG00000214435,,AS3MT
1095,ENSG00000104763,ASAH,ASAH1
1096,ENSG00000188611,,ASAH2
1097,ENSG00000204147,ASAH2C,ASAH2B
1098,ENSG00000153317,DDEF1,ASAP1
1099,ENSG00000151693,DDEF2,ASAP2
1100,ENSG00000088280,DDEFL1,ASAP3
1101,ENSG00000065802,,ASB1
1102,ENSG00000100628,,ASB2
1103,ENSG00000115239,,ASB3
1104,ENSG00000005981,,ASB4
1105,ENSG00000164122,,ASB5
1106,ENSG00000148331,,ASB6
1107,ENSG00000183475,,ASB7
1108,ENSG00000177981,,ASB8
1109,ENSG00000102048,,ASB9
1110,ENSG00000146926,GLC1F,ASB10
1111,ENSG00000165192,,ASB11
1112,ENSG00000198881,,ASB12
1113,ENSG00000196372,,ASB13
1114,ENSG00000239388,,ASB14
1115,ENSG00000146809,,ASB15
1116,ENSG00000161664,,ASB16
1117,ENSG00000154007,,ASB17
1118,ENSG00000182177,,ASB18
1119,ENSG00000138303,,ASCC1
1120,ENSG00000100325,,ASCC2
1121,ENSG00000112249,HELIC1,ASCC3
1122,ENSG00000139352,,ASCL1
1123,ENSG00000183734,,ASCL2
1124,ENSG00000176009,,ASCL3
1125,ENSG00000187855,,ASCL4
1126,ENSG00000232237,,ASCL5
1127,ENSG00000286053,,ASDURF
1128,ENSG00000111875,,ASF1A
1129,ENSG00000105011,,ASF1B
1130,ENSG00000141505,,ASGR1
1131,ENSG00000161944,,ASGR2
1132,ENSG00000116539,,ASH1L
1133,ENSG00000129691,ASH2L1,ASH2L
1134,ENSG00000110881,ACCN2,ASIC1
1135,ENSG00000108684,ACCN|ACCN1,ASIC2
1136,ENSG00000213199,ACCN3,ASIC3
1137,ENSG00000072182,ACCN4,ASIC4
1138,ENSG00000256394,ACCN5,ASIC5
1139,ENSG00000101440,AGTIL,ASIP
1140,ENSG00000126522,,ASL
1141,ENSG00000196433,,ASMT
1142,ENSG00000169093,,ASMTL
1143,ENSG00000070669,,ASNS
1144,ENSG00000138381,,ASNSD1
1145,ENSG00000108381,,ASPA
1146,ENSG00000204653,,ASPDH
1147,ENSG00000166183,C14orf76,ASPG
1148,ENSG00000198363,,ASPH
1149,ENSG00000174939,,ASPHD1
1150,ENSG00000128203,,ASPHD2
1151,ENSG00000066279,MCPH5,ASPM
1152,ENSG00000106819,,ASPN
1153,ENSG00000244617,,ASPRV1
1154,ENSG00000169696,,ASPSCR1
1155,ENSG00000162174,,ASRGL1
1156,ENSG00000130707,ASS,ASS1
1157,ENSG00000034533,,ASTE1
1158,ENSG00000188886,,ASTL
1159,ENSG00000152092,ASTN,ASTN1
1160,ENSG00000148219,,ASTN2
1161,ENSG00000171456,,ASXL1
1162,ENSG00000143970,,ASXL2
1163,ENSG00000141431,KIAA1713,ASXL3
1164,ENSG00000154438,C7orf7|ANKL1,ASZ1
1165,ENSG00000138138,,ATAD1
1166,ENSG00000156802,,ATAD2
1167,ENSG00000119778,,ATAD2B
1168,ENSG00000197785,,ATAD3A
1169,ENSG00000160072,,ATAD3B
1170,ENSG00000215915,,ATAD3C
1171,ENSG00000176208,C17orf41,ATAD5
1172,ENSG00000137343,C6orf134,ATAT1
1173,ENSG00000167654,,ATCAY
1174,ENSG00000107669,,ATE1
1175,ENSG00000123268,,ATF1
1176,ENSG00000115966,CREB2,ATF2
1177,ENSG00000162772,,ATF3
1178,ENSG00000128272,TXREB,ATF4
1179,ENSG00000169136,,ATF5
1180,ENSG00000118217,,ATF6
1181,ENSG00000213676,CREBL1,ATF6B
1182,ENSG00000170653,,ATF7
1183,ENSG00000171681,,ATF7IP
1184,ENSG00000166669,,ATF7IP2
1185,ENSG00000110046,,ATG2A
1186,ENSG00000066739,C14orf103,ATG2B
1187,ENSG00000144848,APG3L,ATG3
1188,ENSG00000101844,AUTL2|APG4A,ATG4A
1189,ENSG00000168397,APG4B,ATG4B
1190,ENSG00000125703,AUTL1|APG4C,ATG4C
1191,ENSG00000130734,AUTL4|APG4D,ATG4D
1192,ENSG00000057663,APG5L,ATG5
1193,ENSG00000197548,APG7L,ATG7
1194,ENSG00000198925,APG9L1,ATG9A
1195,ENSG00000181652,NOS3AS,ATG9B
1196,ENSG00000152348,APG10L,ATG10
1197,ENSG00000145782,APG12L,ATG12
1198,ENSG00000175224,KIAA0652,ATG13
1199,ENSG00000126775,KIAA0831,ATG14
1200,ENSG00000085978,APG16L|ATG16L,ATG16L1
1201,ENSG00000168010,,ATG16L2
1202,ENSG00000123395,C12orf44,ATG101
1203,ENSG00000138363,,ATIC
1204,ENSG00000198513,SPG3|SPG3A,ATL1
1205,ENSG00000119787,ARL6IP2,ATL2
1206,ENSG00000184743,,ATL3
1207,ENSG00000149311,ATA|ATDC|ATC|ATD,ATM
1208,ENSG00000166454,,ATMIN
1209,ENSG00000111676,D12S755E|DRPLA,ATN1
1210,ENSG00000172238,,ATOH1
1211,ENSG00000179774,,ATOH7
1212,ENSG00000168874,,ATOH8
1213,ENSG00000177556,,ATOX1
1214,ENSG00000163399,,ATP1A1
1215,ENSG00000018625,MHP2,ATP1A2
1216,ENSG00000105409,DYT12,ATP1A3
1217,ENSG00000132681,ATP1AL2,ATP1A4
1218,ENSG00000143153,ATP1B,ATP1B1
1219,ENSG00000129244,,ATP1B2
1220,ENSG00000069849,,ATP1B3
1221,ENSG00000101892,,ATP1B4
1222,ENSG00000196296,ATP2A,ATP2A1
1223,ENSG00000174437,ATP2B|DAR,ATP2A2
1224,ENSG00000074370,,ATP2A3
1225,ENSG00000070961,,ATP2B1
1226,ENSG00000157087,,ATP2B2
1227,ENSG00000067842,SCAX1|CLA2,ATP2B3
1228,ENSG00000058668,ATP2B2|MXRA1,ATP2B4
1229,ENSG00000017260,BCPM,ATP2C1
1230,ENSG00000064270,,ATP2C2
1231,ENSG00000105675,,ATP4A
1232,ENSG00000186009,,ATP4B
1233,ENSG00000152234,ATP5AL2|ATPM|ATP5A1,ATP5F1A
1234,ENSG00000110955,ATPSB|ATP5B,ATP5F1B
1235,ENSG00000165629,ATP5CL1|ATP5C|ATP5C1,ATP5F1C
1236,ENSG00000099624,ATP5D,ATP5F1D
1237,ENSG00000124172,ATP5E,ATP5F1E
1238,ENSG00000130770,ATPIF1,ATP5IF1
1239,ENSG00000159199,ATP5G|ATP5G1,ATP5MC1
1240,ENSG00000135390,ATP5G2,ATP5MC2
1241,ENSG00000154518,ATP5G3,ATP5MC3
1242,ENSG00000169020,ATP5I,ATP5ME
1243,ENSG00000241468,ATP5J2,ATP5MF
1244,ENSG00000167283,ATP5L,ATP5MG
1245,ENSG00000249222,ATP5K2|ATP5L2,ATP5MGL
1246,ENSG00000156411,C14orf2|ATP5MPL,ATP5MJ
1247,ENSG00000173915,USMG5|ATP5MD,ATP5MK
1248,ENSG00000116459,ATP5F1,ATP5PB
1249,ENSG00000167863,ATP5H,ATP5PD
1250,ENSG00000154723,ATP5A|ATP5|ATPM|ATP5J,ATP5PF
1251,ENSG00000241837,ATP5O,ATP5PO
1252,ENSG00000071553,ATP6S1|ATP6IP1,ATP6AP1
1253,ENSG00000182220,ATP6IP2,ATP6AP2
1254,ENSG00000114573,VPP2|ATP6A1|ATP6V1A1,ATP6V1A
1255,ENSG00000116039,VPP3|ATP6B1,ATP6V1B1
1256,ENSG00000147416,VPP3|ATP6B2,ATP6V1B2
1257,ENSG00000155097,ATP6D|ATP6C,ATP6V1C1
1258,ENSG00000143882,,ATP6V1C2
1259,ENSG00000100554,ATP6M,ATP6V1D
1260,ENSG00000131100,ATP6E|ATP6V1E,ATP6V1E1
1261,ENSG00000250565,ATP6EL2|ATP6V1EL2,ATP6V1E2
1262,ENSG00000128524,,ATP6V1F
1263,ENSG00000272899,,ATP6V1FNB
1264,ENSG00000136888,ATP6J|ATP6G1,ATP6V1G1
1265,ENSG00000213760,ATP6G|ATP6G2,ATP6V1G2
1266,ENSG00000151418,,ATP6V1G3
1267,ENSG00000047249,,ATP6V1H
1268,ENSG00000033627,VPP1|ATP6N1|ATP6N1A,ATP6V0A1
1269,ENSG00000185344,,ATP6V0A2
1270,ENSG00000105929,ATP6N1B|ATP6N2|RTA1C,ATP6V0A4
1271,ENSG00000117410,ATP6F,ATP6V0B
1272,ENSG00000185883,ATPL|ATP6C|ATP6L,ATP6V0C
1273,ENSG00000159720,ATP6D,ATP6V0D1
1274,ENSG00000147614,ATP6D2,ATP6V0D2
1275,ENSG00000113732,ATP6H|ATP6V0E,ATP6V0E1
1276,ENSG00000171130,C7orf32|ATP6V0E2L,ATP6V0E2
1277,ENSG00000165240,MNK,ATP7A
1278,ENSG00000123191,WND,ATP7B
1279,ENSG00000124406,,ATP8A1
1280,ENSG00000132932,,ATP8A2
1281,ENSG00000081923,FIC1|BRIC|PFIC1,ATP8B1
1282,ENSG00000143515,,ATP8B2
1283,ENSG00000130270,,ATP8B3
1284,ENSG00000104043,,ATP8B4
1285,ENSG00000054793,,ATP9A
1286,ENSG00000166377,,ATP9B
1287,ENSG00000206190,ATP10C,ATP10A
1288,ENSG00000118322,,ATP10B
1289,ENSG00000145246,,ATP10D
1290,ENSG00000068650,,ATP11A
1291,ENSG00000058063,,ATP11B
1292,ENSG00000101974,,ATP11C
1293,ENSG00000075673,ATP1AL1,ATP12A
1294,ENSG00000105726,ATP13A,ATP13A1
1295,ENSG00000159363,PARK9,ATP13A2
1296,ENSG00000133657,,ATP13A3
1297,ENSG00000127249,,ATP13A4
1298,ENSG00000187527,,ATP13A5
1299,ENSG00000166896,XRCC6BP1,ATP23
1300,ENSG00000123472,,ATPAF1
1301,ENSG00000171953,,ATPAF2
1302,ENSG00000150756,FAM173B,ATPSCKMT
1303,ENSG00000175054,,ATR
1304,ENSG00000138085,C2orf28,ATRAID
1305,ENSG00000164053,,ATRIP
1306,ENSG00000088812,,ATRN
1307,ENSG00000107518,,ATRNL1
1308,ENSG00000085224,RAD54|JMS|MRX52,ATRX
1309,ENSG00000124788,SCA1,ATXN1
1310,ENSG00000224470,,ATXN1L
1311,ENSG00000204842,SCA2|TNRC13,ATXN2
1312,ENSG00000168488,,ATXN2L
1313,ENSG00000066427,SCA3|MJD,ATXN3
1314,ENSG00000123594,,ATXN3L
