,ensembl_gene_id,prev_symbol,symbol
26867,ENSG00000251633,,GYG1P1
26868,ENSG00000271734,,
26869,ENSG00000254070,,
26870,ENSG00000272472,,
26871,ENSG00000203413,,ACTBP6
26872,ENSG00000217786,,
26873,ENSG00000218180,,SLC25A5P7
26874,ENSG00000240047,,RPS3AP32
26875,ENSG00000084774,,CAD
26876,ENSG00000164949,,GEM
26877,ENSG00000257666,,CBX3P5
26878,ENSG00000171724,,VAT1L
26879,ENSG00000257183,,
26880,ENSG00000009413,,REV3L
26881,ENSG00000228021,,
26882,ENSG00000250422,,
26883,ENSG00000253251,,SHLD3
26884,ENSG00000242858,,
26885,ENSG00000153233,,PTPRR
26886,ENSG00000286638,,
26887,ENSG00000250816,,DCAF13P2
26888,ENSG00000152348,,ATG10
26889,ENSG00000214297,,ALDOAP2
26890,ENSG00000237635,,DUX4L29
26891,ENSG00000203867,,RBM20
26892,ENSG00000214954,,LRRC69
26893,ENSG00000102977,,ACD
26894,ENSG00000100029,,PES1
26895,ENSG00000159885,,ZNF222
26896,ENSG00000205189,,ZBTB10
26897,ENSG00000105388,,CEACAM5
26898,ENSG00000108039,,XPNPEP1
26899,ENSG00000184343,,SRPK3
26900,ENSG00000254434,,
26901,ENSG00000279775,,
26902,ENSG00000141753,,IGFBP4
26903,ENSG00000178105,,DDX10
26904,ENSG00000250827,,MFSD4BP1
26905,ENSG00000212989,,
26906,ENSG00000156103,,MMP16
26907,ENSG00000113319,,RASGRF2
26908,ENSG00000108700,,CCL8
26909,ENSG00000178573,,MAF
26910,ENSG00000131941,,RHPN2
26911,ENSG00000286589,,
26912,ENSG00000269986,,
26913,ENSG00000171401,,KRT13
26914,ENSG00000103047,,TANGO6
26915,ENSG00000132906,,CASP9
26916,ENSG00000253250,,C8orf88
26917,ENSG00000254195,,TPM3P3
26918,ENSG00000270275,,TRMT112P7
26919,ENSG00000253391,,
26920,ENSG00000254089,,
26921,ENSG00000147613,,PSKH2
26922,ENSG00000259945,,
26923,ENSG00000279795,,
26924,ENSG00000261602,,
26925,ENSG00000260726,,KLF8P1
26926,ENSG00000196436,,NPIPB15
26927,ENSG00000244048,,RPS18P6
26928,ENSG00000288557,,
26929,ENSG00000233778,,
26930,ENSG00000282511,,CLUHP10
26931,ENSG00000269858,,EGLN2
26932,ENSG00000147596,,PRDM14
26933,ENSG00000263126,,
26934,ENSG00000259873,,
26935,ENSG00000279427,,
26936,ENSG00000279420,,
26937,ENSG00000272330,,
26938,ENSG00000243195,,TUBBP11
26939,ENSG00000243635,,
26940,ENSG00000260832,,
26941,ENSG00000259512,,HNRNPA1P5
26942,ENSG00000241328,,LINC02070
26943,ENSG00000196098,,OR5K4
26944,ENSG00000244461,,LINC02077
26945,ENSG00000152910,,CNTNAP4
26946,ENSG00000140350,,ANP32A
26947,ENSG00000036054,,TBC1D23
26948,ENSG00000155100,,OTUD6B
26949,ENSG00000263369,,
26950,ENSG00000274226,,TBC1D3H
26951,ENSG00000067829,,IDH3G
26952,ENSG00000105767,,CADM4
26953,ENSG00000251550,,
26954,ENSG00000286668,,
26955,ENSG00000262609,,BTF3P14
26956,ENSG00000197312,,DDI2
26957,ENSG00000254538,,
26958,ENSG00000240074,,RPL9P30
26959,ENSG00000164687,,FABP5
26960,ENSG00000264435,,
26961,ENSG00000214425,,LRRC37A4P
26962,ENSG00000287170,,
26963,ENSG00000267353,,
26964,ENSG00000279095,,
26965,ENSG00000288017,,
26966,ENSG00000267567,,
26967,ENSG00000267507,,
26968,ENSG00000268797,,
26969,ENSG00000267881,,
26970,ENSG00000284430,,
26971,ENSG00000205786,,LINC01531
26972,ENSG00000232604,,
26973,ENSG00000272754,,
26974,ENSG00000227394,,RPL11P1
26975,ENSG00000225943,,
26976,ENSG00000284748,,
26977,ENSG00000171126,,KCNG3
26978,ENSG00000272078,,
26979,ENSG00000253833,,DSTNP3
26980,ENSG00000266677,,
26981,ENSG00000173660,,UQCRH
26982,ENSG00000282834,,
26983,ENSG00000260493,,
26984,ENSG00000266527,,
26985,ENSG00000254939,,
26986,ENSG00000277422,,REXO1L6P
26987,ENSG00000266853,,ITM2BP1
26988,ENSG00000270077,,
26989,ENSG00000189253,,TRIM64B
26990,ENSG00000227292,,
26991,ENSG00000266918,,
26992,ENSG00000260317,,
26993,ENSG00000226523,,
26994,ENSG00000227762,,GUSBP8
26995,ENSG00000108861,,DUSP3
26996,ENSG00000253681,,
26997,ENSG00000230702,,RPL31P30
26998,ENSG00000247345,,
26999,ENSG00000261684,,
27000,ENSG00000154589,,LY96
27001,ENSG00000235848,,RMDN2-AS1
27002,ENSG00000249835,,VCAN-AS1
27003,ENSG00000140505,,CYP1A2
27004,ENSG00000249777,,SAP18P1
27005,ENSG00000254310,,
27006,ENSG00000239354,,RPS17P15
27007,ENSG00000212930,,
27008,ENSG00000170290,,SLN
27009,ENSG00000236882,,LINC01554
27010,ENSG00000214657,,RPLP1P5
27011,ENSG00000105738,,SIPA1L3
27012,ENSG00000115808,,STRN
27013,ENSG00000224592,,MIR3659HG
27014,ENSG00000254436,,
27015,ENSG00000233728,,
27016,ENSG00000170903,,MSANTD4
27017,ENSG00000230451,,RPS29P6
27018,ENSG00000264422,,
27019,ENSG00000215893,,RPL23AP17
27020,ENSG00000182271,,TMIGD1
27021,ENSG00000197860,,SGTB
27022,ENSG00000231606,,
27023,ENSG00000215900,,SELENOWP1
27024,ENSG00000257285,,
27025,ENSG00000259132,,
27026,ENSG00000284118,,MIR4707
27027,ENSG00000140284,,SLC27A2
27028,ENSG00000092847,,AGO1
27029,ENSG00000277022,,
27030,ENSG00000129474,,AJUBA
27031,ENSG00000101443,,WFDC2
27032,ENSG00000223831,,
27033,ENSG00000185339,,TCN2
27034,ENSG00000254730,,
27035,ENSG00000254300,,LINC01111
27036,ENSG00000270868,,
27037,ENSG00000256916,,
27038,ENSG00000288005,,
27039,ENSG00000253116,,
27040,ENSG00000254366,,
27041,ENSG00000248027,,ARHGAP42-AS1
27042,ENSG00000236191,,RPS15AP25
27043,ENSG00000248762,,
27044,ENSG00000110723,,EXPH5
27045,ENSG00000253226,,HAUS1P3
27046,ENSG00000253871,,
27047,ENSG00000250662,,HNRNPKP5
27048,ENSG00000241829,,RPL21P54
27049,ENSG00000271687,,MTND5P10
27050,ENSG00000228650,,
27051,ENSG00000113384,,GOLPH3
27052,ENSG00000126581,,BECN1
27053,ENSG00000238000,,PSME2P1
27054,ENSG00000237464,,
27055,ENSG00000272130,,
27056,ENSG00000115163,,CENPA
27057,ENSG00000237068,,RPL5P2
27058,ENSG00000271828,,
27059,ENSG00000101446,,SPINT3
27060,ENSG00000145592,,RPL37
27061,ENSG00000243543,,WFDC6
27062,ENSG00000105202,,FBL
27063,ENSG00000169253,,
27064,ENSG00000230185,,C9orf147
27065,ENSG00000154174,,TOMM70
27066,ENSG00000249139,,EPPIN-WFDC6
27067,ENSG00000196358,,NTNG2
27068,ENSG00000258457,,
27069,ENSG00000288538,,
27070,ENSG00000170962,,PDGFD
27071,ENSG00000253658,,LINC01592
27072,ENSG00000189127,,ANKRD34B
27073,ENSG00000100802,,C14orf93
27074,ENSG00000232135,,
27075,ENSG00000229900,,HSPD1P21
27076,ENSG00000261813,,
27077,ENSG00000101448,,EPPIN
27078,ENSG00000140478,,GOLGA6D
27079,ENSG00000240309,,MTCO1P6
27080,ENSG00000286829,,
27081,ENSG00000285780,,
27082,ENSG00000123454,,DBH
27083,ENSG00000179833,,SERTAD2
27084,ENSG00000253549,,CA3-AS1
27085,ENSG00000250273,,PSMC1P5
27086,ENSG00000271874,,
27087,ENSG00000249236,,
27088,ENSG00000236824,,BCYRN1
27089,ENSG00000138468,,SENP7
27090,ENSG00000213763,,ACTBP2
27091,ENSG00000169067,,ACTBL2
27092,ENSG00000163798,,SLC4A1AP
27093,ENSG00000246662,,LINC00535
27094,ENSG00000236447,,ATG10-IT1
27095,ENSG00000112874,,NUDT12
27096,ENSG00000259467,,NDUFAF4P1
27097,ENSG00000099958,,DERL3
27098,ENSG00000287352,,
27099,ENSG00000136381,,IREB2
27100,ENSG00000254014,,
27101,ENSG00000201923,,RNA5SP485
27102,ENSG00000226188,,HNRNPA1P3
27103,ENSG00000254120,,LINC02155
27104,ENSG00000180879,,SSR4
27105,ENSG00000254659,,LINC02715
27106,ENSG00000124116,,WFDC3
27107,ENSG00000164951,,PDP1
27108,ENSG00000255205,,MED28P5
27109,ENSG00000255070,,OSBPL9P3
27110,ENSG00000284632,,
27111,ENSG00000254604,,
27112,ENSG00000275610,,DUX4L21
27113,ENSG00000258846,,EEF1A1P33
27114,ENSG00000186766,,FOXI2
27115,ENSG00000204510,,PRAMEF7
27116,ENSG00000166266,,CUL5
27117,ENSG00000236920,,
27118,ENSG00000261008,,LINC01572
27119,ENSG00000152661,,GJA1
27120,ENSG00000176584,,DMBT1L1
27121,ENSG00000170454,,KRT75
27122,ENSG00000248733,,
27123,ENSG00000286314,,
27124,ENSG00000241014,,GPR199P
27125,ENSG00000079950,,STX7
27126,ENSG00000153071,,DAB2
27127,ENSG00000153071,,DAB2
27128,ENSG00000253655,,JCHAINP1
27129,ENSG00000104321,,TRPA1
27130,ENSG00000054118,,THRAP3
27131,ENSG00000203585,,LINC02408
27132,ENSG00000122133,,PAEP
27133,ENSG00000258338,,
27134,ENSG00000151746,,BICD1
27135,ENSG00000233622,,CYP2T1P
27136,ENSG00000103196,,CRISPLD2
27137,ENSG00000273485,,
27138,ENSG00000165646,,SLC18A2
27139,ENSG00000267022,,
27140,ENSG00000131398,,KCNC3
27141,ENSG00000167941,,SOST
27142,ENSG00000272973,,
27143,ENSG00000133460,,SLC2A11
27144,ENSG00000108379,,WNT3
27145,ENSG00000108379,,WNT3
27146,ENSG00000220311,,RPL35AP18
27147,ENSG00000146410,,MTFR2
27148,ENSG00000184844,,CYCSP45
27149,ENSG00000242412,,DBIL5P2
27150,ENSG00000233953,,
27151,ENSG00000286796,,
27152,ENSG00000198910,,L1CAM
27153,ENSG00000237888,,
27154,ENSG00000288553,,
27155,ENSG00000228768,,
27156,ENSG00000235968,,FBXL12P1
27157,ENSG00000168010,,ATG16L2
27158,ENSG00000105048,,TNNT1
27159,ENSG00000226491,,FTOP1
27160,ENSG00000266111,,
27161,ENSG00000168630,,SPINT5P
27162,ENSG00000233002,,TBC1D26-AS1
27163,ENSG00000221046,,RNU6ATAC38P
27164,ENSG00000101457,,DNTTIP1
27165,ENSG00000232693,,
27166,ENSG00000244310,,
27167,ENSG00000232444,,
27168,ENSG00000230749,,MEIS1-AS2
27169,ENSG00000173786,,CNP
27170,ENSG00000115380,,EFEMP1
27171,ENSG00000254553,,
27172,ENSG00000253675,,
27173,ENSG00000230415,,LINC01786
27174,ENSG00000172819,,RARG
27175,ENSG00000235531,,MSC-AS1
27176,ENSG00000177181,,RIMKLA
27177,ENSG00000285582,,
27178,ENSG00000235010,,
27179,ENSG00000277749,,
27180,ENSG00000229455,,RPS10P18
27181,ENSG00000189227,,C15orf61
27182,ENSG00000148826,,NKX6-2
27183,ENSG00000223811,,
27184,ENSG00000228777,,LINC02534
27185,ENSG00000216639,,
27186,ENSG00000217067,,
27187,ENSG00000232389,,
27188,ENSG00000218153,,KRT18P22
27189,ENSG00000227502,,MROCKI
27190,ENSG00000138621,,PPCDC
27191,ENSG00000001561,,ENPP4
27192,ENSG00000198963,,RORB
27193,ENSG00000165660,,ABRAXAS2
27194,ENSG00000284653,,
27195,ENSG00000237749,,
27196,ENSG00000287044,,
27197,ENSG00000224863,,LINC01398
27198,ENSG00000287731,,
27199,ENSG00000236347,,
27200,ENSG00000153989,,NUS1
27201,ENSG00000187607,,ZNF286A
27202,ENSG00000276747,,PADI6
27203,ENSG00000159593,,NAE1
27204,ENSG00000287768,,
27205,ENSG00000253175,,
27206,ENSG00000283010,,
27207,ENSG00000187164,,SHTN1
27208,ENSG00000271208,,
27209,ENSG00000254283,,
27210,ENSG00000284705,,
27211,ENSG00000287598,,
27212,ENSG00000287828,,
27213,ENSG00000287927,,
27214,ENSG00000228776,,
27215,ENSG00000283352,,
27216,ENSG00000236009,,
27217,ENSG00000079112,,CDH17
27218,ENSG00000280129,,
27219,ENSG00000100804,,PSMB5
27220,ENSG00000228526,,MIR34AHG
27221,ENSG00000159339,,PADI4
27222,ENSG00000112701,,SENP6
27223,ENSG00000259440,,NPM1P43
27224,ENSG00000287741,,
27225,ENSG00000129009,,ISLR
27226,ENSG00000230221,,
27227,ENSG00000237073,,
27228,ENSG00000234692,,
27229,ENSG00000122140,,MRPS2
27230,ENSG00000175063,,UBE2C
27231,ENSG00000279656,,
27232,ENSG00000260266,,PPIAP46
27233,ENSG00000222028,,PSMB11
27234,ENSG00000179933,,C14orf119
27235,ENSG00000259624,,
27236,ENSG00000275645,,
27237,ENSG00000260096,,DNM1P33
27238,ENSG00000138622,,HCN4
27239,ENSG00000283654,,LMLN2
27240,ENSG00000284678,,LINC02811
27241,ENSG00000162373,,BEND5
27242,ENSG00000092068,,SLC7A8
27243,ENSG00000236701,,
27244,ENSG00000237419,,
27245,ENSG00000278493,,
27246,ENSG00000259790,,ANP32BP1
27247,ENSG00000070159,,PTPN3
27248,ENSG00000259221,,
27249,ENSG00000062194,,GPBP1
27250,ENSG00000223814,,
27251,ENSG00000197982,,C1orf122
27252,ENSG00000179151,,EDC3
27253,ENSG00000225158,,HSPE1P24
27254,ENSG00000261781,,LINC01654
27255,ENSG00000279982,,
27256,ENSG00000183317,,EPHA10
27257,ENSG00000187021,,PNLIPRP1
27258,ENSG00000170820,,FSHR
27259,ENSG00000254048,,
27260,ENSG00000272192,,PDE7A-DT
27261,ENSG00000272518,,
27262,ENSG00000253468,,
27263,ENSG00000275386,,
27264,ENSG00000156466,,GDF6
27265,ENSG00000251009,,
27266,ENSG00000287382,,
27267,ENSG00000157765,,SLC34A2
27268,ENSG00000250894,,PRAMEF31P
27269,ENSG00000232022,,FAAHP1
27270,ENSG00000257005,,
27271,ENSG00000245080,,MIR3150BHG
27272,ENSG00000279505,,
27273,ENSG00000258066,,
27274,ENSG00000101470,,TNNC2
27275,ENSG00000254189,,
27276,ENSG00000287959,,
27277,ENSG00000258303,,
27278,ENSG00000270416,,REXO1L4P
27279,ENSG00000229182,,MRPS16P1
27280,ENSG00000090382,,LYZ
27281,ENSG00000183386,,FHL3
27282,ENSG00000035681,,NSMAF
27283,ENSG00000259595,,
27284,ENSG00000240827,,
27285,ENSG00000266718,,
27286,ENSG00000057019,,DCBLD2
27287,ENSG00000265788,,NOS2P1
27288,ENSG00000240652,,
27289,ENSG00000137764,,MAP2K5
27290,ENSG00000286345,,
27291,ENSG00000213252,,
27292,ENSG00000168612,,ZSWIM1
27293,ENSG00000236913,,RPS13P3
27294,ENSG00000013016,,EHD3
27295,ENSG00000133636,,NTS
27296,ENSG00000230758,,SNAP23P1
27297,ENSG00000227431,,CSE1L-AS1
27298,ENSG00000137713,,PPP2R1B
27299,ENSG00000124207,,CSE1L
27300,ENSG00000267681,,
27301,ENSG00000224505,,
27302,ENSG00000259928,,
27303,ENSG00000214708,,
27304,ENSG00000274630,,
27305,ENSG00000108830,,RND2
27306,ENSG00000279956,,
27307,ENSG00000242628,,
27308,ENSG00000284743,,
27309,ENSG00000229528,,
27310,ENSG00000273398,,
27311,ENSG00000158315,,RHBDL2
27312,ENSG00000175906,,ARL4D
27313,ENSG00000067798,,NAV3
27314,ENSG00000176563,,CNTD1
27315,ENSG00000115421,,PAPOLG
27316,ENSG00000232514,,
27317,ENSG00000229213,,
27318,ENSG00000243749,,TMEM35B
27319,ENSG00000228877,,
27320,ENSG00000204148,,LINC00474
27321,ENSG00000165304,,MELK
27322,ENSG00000124496,,TRERF1
27323,ENSG00000108452,,ZNF29P
27324,ENSG00000204652,,RPS26P8
27325,ENSG00000239704,,CDRT4
27326,ENSG00000204084,,INPP5B
27327,ENSG00000283879,,MTND6P35
27328,ENSG00000266529,,MTCYBP13
27329,ENSG00000170689,,HOXB9
27330,ENSG00000250927,,MESTP3
27331,ENSG00000242641,,LINC00971
27332,ENSG00000248545,,
27333,ENSG00000265443,,
27334,ENSG00000265916,,
27335,ENSG00000243920,,RPS26P24
27336,ENSG00000264655,,PPIAP54
27337,ENSG00000198155,,ZNF876P
27338,ENSG00000197566,,ZNF624
27339,ENSG00000162840,,MT2P1
27340,ENSG00000275959,,
27341,ENSG00000249729,,
27342,ENSG00000109181,,UGT2B10
27343,ENSG00000241305,,ACTG1P13
27344,ENSG00000242573,,ACTR3P3
27345,ENSG00000184220,,CMSS1
27346,ENSG00000248837,,
27347,ENSG00000124214,,STAU1
27348,ENSG00000272933,,
27349,ENSG00000154478,,GPR26
27350,ENSG00000235530,,
27351,ENSG00000107518,,ATRNL1
27352,ENSG00000244537,,KRTAP4-2
27353,ENSG00000231421,,
27354,ENSG00000248708,,LINC02144
27355,ENSG00000248727,,LINC01948
27356,ENSG00000278546,,
27357,ENSG00000260458,,KCNJ18
27358,ENSG00000250125,,LINC02232
27359,ENSG00000202229,,RNU6-1138P
27360,ENSG00000215277,,RNF212B
27361,ENSG00000177369,,
27362,ENSG00000113318,,MSH3
27363,ENSG00000147649,,MTDH
27364,ENSG00000060303,,RPS17P5
27365,ENSG00000228082,,SIM1-AS1
27366,ENSG00000288073,,
27367,ENSG00000250078,,
27368,ENSG00000251055,,
27369,ENSG00000198087,,CD2AP
27370,ENSG00000249170,,
27371,ENSG00000286321,,
27372,ENSG00000251048,,
27373,ENSG00000248505,,LINC02380
27374,ENSG00000284987,,
27375,ENSG00000251357,,
27376,ENSG00000286064,,
27377,ENSG00000235358,,
27378,ENSG00000279467,,
27379,ENSG00000273769,,
27380,ENSG00000247193,,
27381,ENSG00000244425,,RN7SL268P
27382,ENSG00000240972,,MIF
27383,ENSG00000186973,,FAM183A
27384,ENSG00000108773,,KAT2A
27385,ENSG00000241884,,
27386,ENSG00000249212,,ATP1B1P1
27387,ENSG00000242781,,LINC02050
27388,ENSG00000180610,,ZBTB12BP
27389,ENSG00000089820,,ARHGAP4
27390,ENSG00000244652,,
27391,ENSG00000251234,,PSMA2P2
27392,ENSG00000174125,,TLR1
27393,ENSG00000114021,,NIT2
27394,ENSG00000233118,,UBE2V1P8
27395,ENSG00000253115,,
27396,ENSG00000271806,,
27397,ENSG00000142698,,C1orf94
27398,ENSG00000218537,,MIF-AS1
27399,ENSG00000273295,,
27400,ENSG00000225282,,
27401,ENSG00000240131,,
27402,ENSG00000206090,,
27403,ENSG00000252347,,RNU6-1046P
27404,ENSG00000231271,,
27405,ENSG00000215271,,HOMEZ
27406,ENSG00000099984,,GSTT2
27407,ENSG00000254785,,
27408,ENSG00000237179,,LINC01797
27409,ENSG00000255606,,
27410,ENSG00000079102,,RUNX1T1
27411,ENSG00000254980,,
27412,ENSG00000254963,,
27413,ENSG00000255428,,
27414,ENSG00000276517,,
27415,ENSG00000224464,,PGAM1P6
27416,ENSG00000270433,,H3P37
27417,ENSG00000099994,,SUSD2
27418,ENSG00000229831,,
27419,ENSG00000271657,,
27420,ENSG00000235194,,PPP1R3E
27421,ENSG00000272084,,
27422,ENSG00000273275,,
27423,ENSG00000272606,,PPP4R3B-DT
27424,ENSG00000228481,,PRKCE-AS1
27425,ENSG00000237217,,
27426,ENSG00000142186,,SCYL1
27427,ENSG00000173597,,SULT1B1
27428,ENSG00000119844,,AFTPH
27429,ENSG00000146463,,ZMYM4
27430,ENSG00000285529,,
27431,ENSG00000229466,,LINC02627
27432,ENSG00000236426,,
27433,ENSG00000234016,,GNG10P1
27434,ENSG00000287857,,
27435,ENSG00000165752,,STK32C
27436,ENSG00000277000,,DUSP12P1
27437,ENSG00000233080,,LINC01399
27438,ENSG00000144815,,NXPE3
27439,ENSG00000273068,,
27440,ENSG00000112234,,FBXL4
27441,ENSG00000238153,,
27442,ENSG00000100842,,EFS
27443,ENSG00000100284,,TOM1
27444,ENSG00000255423,,EBLN2
27445,ENSG00000245067,,IGFBP7-AS1
27446,ENSG00000236691,,NDUFA4P2
27447,ENSG00000182557,,SPNS3
27448,ENSG00000259018,,
27449,ENSG00000166090,,IL25
27450,ENSG00000216817,,R3HDM2P2
27451,ENSG00000248256,,OCIAD1-AS1
27452,ENSG00000272476,,
27453,ENSG00000178343,,SHISA3
27454,ENSG00000198833,,UBE2J1
27455,ENSG00000166839,,ANKDD1A
27456,ENSG00000114423,,CBLB
27457,ENSG00000261764,,KRT18P18
27458,ENSG00000163735,,CXCL5
27459,ENSG00000260393,,
27460,ENSG00000166091,,CMTM5
27461,ENSG00000213147,,RPL23AP60
27462,ENSG00000259209,,
27463,ENSG00000159761,,C16orf86
27464,ENSG00000130725,,UBE2M
27465,ENSG00000188690,,UROS
27466,ENSG00000118690,,ARMC2
27467,ENSG00000163683,,SMIM14
27468,ENSG00000235300,,
27469,ENSG00000260862,,
27470,ENSG00000278926,,
27471,ENSG00000183688,,RFLNB
27472,ENSG00000088682,,COQ9
27473,ENSG00000266341,,
27474,ENSG00000262202,,
27475,ENSG00000231334,,EML6-AS1
27476,ENSG00000186847,,KRT14
27477,ENSG00000226488,,LINC01824
27478,ENSG00000231826,,LINC01819
27479,ENSG00000286294,,
27480,ENSG00000287534,,
27481,ENSG00000258507,,
27482,ENSG00000250220,,
27483,ENSG00000109610,,SOD3
27484,ENSG00000086548,,CEACAM6
27485,ENSG00000249763,,
27486,ENSG00000230355,,
27487,ENSG00000232668,,
27488,ENSG00000231815,,
27489,ENSG00000186143,,PRR30
27490,ENSG00000250906,,
27491,ENSG00000260325,,HSPB9
27492,ENSG00000249337,,SNX18P25
27493,ENSG00000266728,,
27494,ENSG00000285998,,
27495,ENSG00000182308,,DCAF4L1
27496,ENSG00000267714,,
27497,ENSG00000260519,,
27498,ENSG00000271443,,
27499,ENSG00000239552,,HOXB-AS2
27500,ENSG00000267346,,EIF5AP3
27501,ENSG00000163736,,PPBP
27502,ENSG00000226756,,
27503,ENSG00000236473,,KRT43P
27504,ENSG00000146285,,SCML4
27505,ENSG00000143942,,CHAC2
27506,ENSG00000168813,,ZNF507
27507,ENSG00000267261,,
27508,ENSG00000286596,,
27509,ENSG00000251459,,
27510,ENSG00000249706,,
27511,ENSG00000183783,,KCTD8
27512,ENSG00000100206,,DMC1
27513,ENSG00000176390,,CRLF3
27514,ENSG00000248518,,
27515,ENSG00000248956,,HMGB1P44
27516,ENSG00000212664,,
27517,ENSG00000250657,,
27518,ENSG00000251353,,MTND3P5
27519,ENSG00000226284,,ARPC3P1
27520,ENSG00000167046,,
27521,ENSG00000249893,,MTND6P16
27522,ENSG00000270665,,HNRNPA1P67
27523,ENSG00000101187,,SLCO4A1
27524,ENSG00000138623,,SEMA7A
27525,ENSG00000199157,,MIR208A
27526,ENSG00000249948,,GBA3
27527,ENSG00000092054,,MYH7
27528,ENSG00000115310,,RTN4
27529,ENSG00000260858,,
27530,ENSG00000226232,,NPIPB14P
27531,ENSG00000257477,,LINC01154
27532,ENSG00000175782,,SLC35E3
27533,ENSG00000260714,,
27534,ENSG00000220660,,
27535,ENSG00000261103,,
27536,ENSG00000261743,,
27537,ENSG00000070761,,CFAP20
27538,ENSG00000264019,,
27539,ENSG00000178033,,CALHM5
27540,ENSG00000265046,,
27541,ENSG00000263477,,
27542,ENSG00000273870,,
27543,ENSG00000264837,,VN1R71P
27544,ENSG00000231256,,CFAP97D1
27545,ENSG00000268833,,
27546,ENSG00000064999,,ANKS1A
27547,ENSG00000011422,,PLAUR
27548,ENSG00000251356,,RAB5CP2
27549,ENSG00000249572,,
27550,ENSG00000164299,,SPZ1
27551,ENSG00000249699,,LINC02261
27552,ENSG00000279214,,
27553,ENSG00000288349,,
27554,ENSG00000271142,,YWHAQP7
27555,ENSG00000183520,,UTP11
27556,ENSG00000250145,,
27557,ENSG00000166211,,SPIC
27558,ENSG00000277496,,
27559,ENSG00000229732,,
27560,ENSG00000239886,,KRTAP9-2
27561,ENSG00000276317,,
27562,ENSG00000198301,,SDAD1
27563,ENSG00000232803,,SLCO4A1-AS1
27564,ENSG00000287946,,
27565,ENSG00000257837,,
27566,ENSG00000278862,,
27567,ENSG00000271496,,SNRPGP20
27568,ENSG00000261673,,
27569,ENSG00000257194,,
27570,ENSG00000257137,,LINC02874
27571,ENSG00000069020,,MAST4
27572,ENSG00000237687,,LINC00686
27573,ENSG00000140945,,CDH13
27574,ENSG00000101188,,NTSR1
27575,ENSG00000173801,,JUP
27576,ENSG00000271164,,CFAP97P1
27577,ENSG00000250210,,
27578,ENSG00000225756,,DBH-AS1
27579,ENSG00000258048,,
27580,ENSG00000224682,,SOCS5P2
27581,ENSG00000226413,,OR8T1P
27582,ENSG00000236946,,HNRNPA1P70
27583,ENSG00000148153,,INIP
27584,ENSG00000223669,,
27585,ENSG00000228705,,LINC00659
27586,ENSG00000258162,,
27587,ENSG00000101189,,MRGBP
27588,ENSG00000259405,,ISCA1P4
27589,ENSG00000090686,,USP48
27590,ENSG00000258336,,DUX4L52
27591,ENSG00000259237,,LINC02490
27592,ENSG00000247363,,
27593,ENSG00000188089,,PLA2G4E
27594,ENSG00000256571,,
27595,ENSG00000257434,,
27596,ENSG00000229873,,OGFR-AS1
27597,ENSG00000185958,,FAM186A
27598,ENSG00000060491,,OGFR
27599,ENSG00000286502,,
27600,ENSG00000227150,,
27601,ENSG00000226706,,
27602,ENSG00000224279,,RPS29P31
27603,ENSG00000100211,,CBY1
27604,ENSG00000274798,,
27605,ENSG00000259186,,MRPS15P1
27606,ENSG00000259235,,
27607,ENSG00000181090,,EHMT1
27608,ENSG00000260799,,KRT8P50
27609,ENSG00000283422,,LINC02452
27610,ENSG00000259234,,ANKRD34C-AS1
27611,ENSG00000274021,,
27612,ENSG00000255733,,IFNG-AS1
27613,ENSG00000257256,,
27614,ENSG00000258357,,NSA2P2
27615,ENSG00000274902,,
27616,ENSG00000257698,,GIHCG
27617,ENSG00000286511,,
27618,ENSG00000230183,,CNOT6LP1
27619,ENSG00000203392,,
27620,ENSG00000259368,,
27621,ENSG00000260689,,HNRNPA3P11
27622,ENSG00000277130,,
27623,ENSG00000258444,,
27624,ENSG00000215991,,MIR208B
27625,ENSG00000240366,,RPL36AP45
27626,ENSG00000258084,,
27627,ENSG00000092758,,COL9A3
27628,ENSG00000278202,,
27629,ENSG00000129460,,NGDN
27630,ENSG00000274515,,
27631,ENSG00000085382,,HACE1
27632,ENSG00000261205,,NIFKP4
27633,ENSG00000259771,,
27634,ENSG00000167195,,GOLGA6C
27635,ENSG00000180318,,ALX1
27636,ENSG00000260983,,
27637,ENSG00000131153,,GINS2
27638,ENSG00000257787,,
27639,ENSG00000237118,,CYP2F2P
27640,ENSG00000102030,,NAA10
27641,ENSG00000260576,,EIF5A2P1
27642,ENSG00000257729,,
27643,ENSG00000270036,,
27644,ENSG00000285635,,
27645,ENSG00000168925,,CTRB1
27646,ENSG00000260586,,
27647,ENSG00000267054,,
27648,ENSG00000239801,,DENND6A-AS1
27649,ENSG00000243188,,HNRNPA1P17
27650,ENSG00000230912,,
27651,ENSG00000228274,,
27652,ENSG00000251247,,ZNF345
27653,ENSG00000249274,,PDLIM1P4
27654,ENSG00000241787,,MTND4P16
27655,ENSG00000172551,,MUCL1
27656,ENSG00000140367,,UBE2Q2
27657,ENSG00000287682,,
27658,ENSG00000287219,,
27659,ENSG00000100216,,TOMM22
27660,ENSG00000206535,,LNP1
27661,ENSG00000255173,,
27662,ENSG00000254798,,TFAMP2
27663,ENSG00000245248,,USP2-AS1
27664,ENSG00000100226,,GTPBP1
27665,ENSG00000273125,,LINC01990
27666,ENSG00000197651,,CCER1
27667,ENSG00000240034,,MTND6P6
27668,ENSG00000250562,,RPL38P4
27669,ENSG00000287256,,
27670,ENSG00000260848,,
